CCE ID,Description
CCE-82906-9,Uninstall tuned Package
CCE-82945-7,Uninstall gssproxy Package
CCE-82925-9,Uninstall abrt-addon-python Package
CCE-82948-1,Uninstall iprutils Package
CCE-82915-0,Uninstall abrt-plugin-logger Package
CCE-26435-8,Ensure /tmp Located On Separate Partition
CCE-26436-6,Ensure /var/log/audit Located On Separate Partition
CCE-81045-7,Ensure /var Located On Separate Partition
CCE-26557-9,Ensure /home Located On Separate Partition
CCE-27596-6,Encrypt Partitions
CCE-26215-4,Ensure /var/log Located On Separate Partition
CCE-26506-6,Ensure Red Hat GPG Key Installed
CCE-26647-8,Ensure gpgcheck Enabled for All yum Package Repositories
CCE-27635-2,Ensure Software Patches Installed
CCE-26709-6,Ensure gpgcheck Enabled In Main yum Configuration
CCE-26235-2,Enable Screen Lock Activation After Idle Period
CCE-26600-7,GNOME Desktop Screensaver Mandatory Use
CCE-26828-4,Set GNOME Login Inactivity Timeout
CCE-26638-7,Implement Blank Screensaver
CCE-27230-2,Disable the User List
CCE-27224-5,Disable All GNOME Thumbnailers
CCE-27035-5,Disable GNOME Automounting
CCE-82212-2,Install sudo Package
CCE-80506-9,Ensure Users Re-Authenticate for Privilege Escalation - sudo
CCE-27151-0,Disable Zeroconf Networking
CCE-27152-8,Ensure System is Not Acting as a Network Sniffer
CCE-82984-6,Install iptables Package
CCE-27018-1,Verify iptables Enabled
CCE-27006-6,Verify ip6tables Enabled if Using IPv6
CCE-27317-7,Set Default ip6tables Policy for Incoming Packets
CCE-26444-0,Set Default iptables Policy for Incoming Packets
CCE-27186-6,Set Default iptables Policy for Forwarded Packets
CCE-27232-8,Disable Support for RPC IPv6
CCE-27153-6,Disable IPv6 Networking Support Automatic Loading
CCE-27161-9,Disable Interface Usage of IPv6
CCE-81014-3,Disable Kernel Parameter for Accepting Source-Routed Packets on IPv6 Interfaces by Default
CCE-27164-3,Disable Accepting Router Advertisements on all IPv6 Interfaces by Default
CCE-81008-5,Disable Accepting ICMP Redirects for All IPv6 Interfaces
CCE-27233-6,Manually Assign Global IPv6 Address
CCE-81012-7,Disable Kernel Parameter for Accepting Source-Routed Packets on all IPv6 Interfaces
CCE-81005-1,Configure Accepting Router Advertisements on All IPv6 Interfaces
CCE-27154-4,Use Privacy Extensions for Address
CCE-27234-4,Manually Assign IPv6 Router Address
CCE-27166-8,Disable Kernel Parameter for Accepting ICMP Redirects by Default on IPv6 Interfaces
CCE-82862-4,Disable Kernel Parameter for IPv6 Forwarding
CCE-27626-1,Install libreswan Package
CCE-27081-9,Disable Bluetooth Service
CCE-26878-9,Disable WiFi or Bluetooth in BIOS
CCE-26763-3,Disable Bluetooth Kernel Module
CCE-27057-9,Deactivate Wireless Network Interfaces
CCE-26831-8,Configure Kernel Parameter for Accepting Secure Redirects By Default
CCE-26983-7,Disable Kernel Parameter for Accepting Source-Routed Packets on IPv4 Interfaces by Default
CCE-27066-0,Enable Kernel Parameter to Log Martian Packets on all IPv4 Interfaces
CCE-27037-1,Disable Kernel Parameter for Accepting Source-Routed Packets on all IPv4 Interfaces
CCE-27053-8,Enable Kernel Parameter to Use TCP Syncookies on IPv4 Interfaces
CCE-26854-0,Disable Kernel Parameter for Accepting Secure ICMP Redirects on all IPv4 Interfaces
CCE-27027-2,Disable Accepting ICMP Redirects for All IPv4 Interfaces
CCE-26993-6,Enable Kernel Parameter to Ignore Bogus ICMP Error Responses on IPv4 Interfaces
CCE-27015-7,Disable Kernel Parameter for Accepting ICMP Redirects by Default on IPv4 Interfaces
CCE-26883-9,Enable Kernel Parameter to Ignore ICMP Broadcast Echo Requests on IPv4 Interfaces
CCE-26915-9,Enable Kernel Parameter to Use Reverse Path Filtering on all IPv4 Interfaces by Default
CCE-26979-5,Enable Kernel Parameter to Use Reverse Path Filtering on all IPv4 Interfaces
CCE-26866-4,Disable Kernel Parameter for IP Forwarding on IPv4 Interfaces
CCE-27004-1,Disable Kernel Parameter for Sending ICMP Redirects on all IPv4 Interfaces
CCE-27001-7,Disable Kernel Parameter for Sending ICMP Redirects on all IPv4 Interfaces by Default
CCE-82161-1,Disable ATM Support
CCE-26696-5,Disable TIPC Support
CCE-82163-7,Disable CAN Support
CCE-26410-1,Disable SCTP Support
CCE-26239-4,Disable RDS Support
CCE-26448-1,Disable DCCP Support
CCE-81057-2,Restrict usage of ptrace to descendant processes
CCE-81055-6,Disable Kernel Image Loading
CCE-27366-4,Restrict Access to Kernel Message Buffer
CCE-27033-0,Disable Core Dumps for All Users
CCE-27044-7,Disable Core Dumps for SUID programs
CCE-27163-5,Enable NX or XD Support in the BIOS
CCE-27010-8,Install PAE Kernel on Supported 32-bit x86 Systems
CCE-26999-3,Enable Randomized Layout of Virtual Address Space
CCE-27031-4,Set Daemon Umask
CCE-82078-7,Add nodev Option to /var/log/audit
CCE-82147-0,Add nosuid Option to /var/log/audit
CCE-26582-7,Bind Mount /var/tmp To /tmp
CCE-82141-3,Add noexec Option to /var/log
CCE-26720-3,Add noexec Option to /tmp
CCE-26778-1,Add nodev Option to /dev/shm
CCE-82149-6,Add noexec Option to /var/tmp
CCE-26499-4,Add nodev Option to /tmp
CCE-27196-5,Add noexec Option to Removable Media Partitions
CCE-26486-1,Add nosuid Option to /dev/shm
CCE-82145-4,Add noexec Option to /var/log/audit
CCE-82136-3,Add nodev Option to /boot
CCE-82075-3,Add nodev Option to /var/log
CCE-26860-7,Add nodev Option to Removable Media Partitions
CCE-82137-1,Add nosuid Option to /boot
CCE-26622-1,Add noexec Option to /dev/shm
CCE-82143-9,Add nosuid Option to /var/log
CCE-26762-5,Add nosuid Option to /tmp
CCE-27056-1,Add nosuid Option to Removable Media Partitions
CCE-82063-9,Add nodev Option to /var
CCE-82152-0,Add nosuid Option to /var/tmp
CCE-27045-4,Add nodev Option to Non-Root Local Partitions
CCE-26976-1,Disable the Automounter
CCE-82167-8,Disable Mounting of vFAT filesystems
CCE-26340-0,Disable Mounting of cramfs
CCE-26544-7,Disable Mounting of freevxfs
CCE-26404-4,Disable Mounting of squashfs
CCE-26800-3,Disable Mounting of hfs
CCE-26670-0,Disable Mounting of jffs2
CCE-26923-3,Disable Booting from USB Devices in Boot Firmware
CCE-27016-5,Disable Modprobe Loading of USB Storage Driver
CCE-27011-6,Disable Kernel Support for USB via Bootloader Configuration
CCE-26361-6,Disable Mounting of hfsplus
CCE-27131-2,Assign Password to Prevent Changes to Boot Firmware Configuration
CCE-26677-5,Disable Mounting of udf
CCE-81028-3,Enable Kernel Parameter to Enforce DAC on Symlinks
CCE-26642-9,Ensure All World-Writable Directories Are Owned by a System Account
CCE-26910-0,Ensure No World-Writable Files Exist
CCE-26497-8,Ensure All SUID Executables Are Authorized
CCE-81025-9,Enable Kernel Parameter to Enforce DAC on Hardlinks
CCE-26872-2,Ensure All Files Are Owned by a Group
CCE-27032-2,Ensure All Files Are Owned by a User
CCE-26840-9,Verify that All World-Writable Directories Have Sticky Bits Set
CCE-26769-0,Ensure All SGID Executables Are Authorized
CCE-26954-8,Verify Permissions on group File
CCE-26992-8,Verify Permissions on shadow File
CCE-26967-0,Verify Group Who Owns shadow File
CCE-26975-3,Verify Group Who Owns gshadow File
CCE-26953-0,Verify User Who Owns passwd File
CCE-26868-0,Verify Permissions on passwd File
CCE-26822-7,Verify User Who Owns group File
CCE-26856-5,Verify Group Who Owns passwd File
CCE-27026-4,Verify User Who Owns gshadow File
CCE-26930-8,Verify Group Who Owns group File
CCE-26947-2,Verify User Who Owns shadow File
CCE-26951-4,Verify Permissions on gshadow File
CCE-27289-8,Verify that System Executables Have Restrictive Permissions
CCE-27424-1,Verify that Shared Library Files Have Root Ownership
CCE-27381-3,Verify that Shared Library Files Have Restrictive Permissions
CCE-27623-8,Verify that System Executables Have Root Ownership
CCE-26995-1,Verify /etc/grub.conf User Ownership
CCE-26911-8,Set Boot Loader Password in grub.conf
CCE-26949-8,Verify /boot/grub/grub.conf Permissions
CCE-27022-3,Verify /etc/grub.conf Group Ownership
CCE-26809-4,Ensure rsyslog is Installed
CCE-26807-8,Enable rsyslog Service
CCE-27162-7,Disable Logwatch on Clients if a Logserver Exists
CCE-27014-0,Ensure Logrotate Runs Periodically
CCE-27235-1,"Enable rsyslog to Accept Messages via TCP, if Acting As Log Server"
CCE-27236-9,"Enable rsyslog to Accept Messages via UDP, if Acting As Log Server"
CCE-26803-7,Ensure rsyslog Does Not Accept Remote Messages Unless Acting As Log Server
CCE-27069-4,Configure Logwatch SplitHosts Line
CCE-27197-3,Configure Logwatch HostLimit Line
CCE-26801-1,Ensure Logs Sent To Remote Host
CCE-27190-8,Ensure System Log Files Have Correct Permissions
CCE-26812-8,Ensure Log Files Are Owned By Appropriate User
CCE-26821-9,Ensure Log Files Are Owned By Appropriate Group
CCE-82978-8,Install policycoreutils Package
CCE-27421-7,Uninstall setroubleshoot Package
CCE-27404-3,Uninstall mcstrans Package
CCE-26991-0,Enable the SELinux Context Restoration Service (restorecond)
CCE-26875-5,Configure SELinux Policy
CCE-26969-6,Ensure SELinux State is Enforcing
CCE-27111-4,Ensure No Daemons are Unconfined by SELinux
CCE-26774-0,Ensure No Device Files are Unlabeled by SELinux
CCE-26956-3,Ensure SELinux Not Disabled in /etc/grub.conf
CCE-82750-1,Remove the FreeRadius Server Package
CCE-82402-9,Install the psacct package
CCE-26990-2,Enable IRQ Balance (irqbalance)
CCE-27259-1,Enable Process Accounting (psacct)
CCE-27257-5,Disable Odd Job Daemon (oddjobd)
CCE-26973-8,Disable CPU Speed (cpuspeed)
CCE-27261-7,Disable Network Router Discovery Daemon (rdisc)
CCE-26853-2,Disable SMART Disk Monitoring Service (smartd)
CCE-26850-8,Disable KDump Kernel Crash Analyzer (kdump)
CCE-27193-2,Disable Software RAID Monitor (mdmonitor)
CCE-27262-5,Disable Red Hat Subscription Manager Daemon (rhsmcertd)
CCE-27265-8,Disable System Statistics Reset Service (sysstat)
CCE-27263-3,Disable Cyrus SASL Authentication Daemon (saslauthd)
CCE-27258-3,Disable Portreserve (portreserve)
CCE-26913-4,Disable D-Bus IPC Service (messagebus)
CCE-27267-4,Disable Certmonger Service (certmonger)
CCE-27256-7,Disable ntpdate Service (ntpdate)
CCE-27250-0,Disable Control Group Config (cgconfig)
CCE-27252-6,Disable Control Group Rules Engine (cgred)
CCE-26928-2,Disable Apache Qpid (qpidd)
CCE-27247-6,Disable Automatic Bug Reporting Tool (abrtd)
CCE-27086-8,Disable Hardware Abstraction Layer Service (haldaemon)
CCE-27254-2,Disable Network Console (netconsole)
CCE-26846-6,Disable Red Hat Network Service (rhnsd)
CCE-27260-9,Disable Quota Netlink (quota_nld)
CCE-27061-1,Disable Advanced Configuration and Power Interface (acpid)
CCE-27093-4,Enable the NTP Daemon
CCE-26958-9,Specify Additional Remote NTP Servers
CCE-27098-3,Specify a Remote NTP Server
CCE-26899-5,Disable the CUPS Service
CCE-27108-0,Disable Printer Browsing Entirely if Possible
CCE-27107-2,Disable Print Server Capabilities
CCE-27039-7,Uninstall dovecot Package
CCE-26922-5,Disable Dovecot Service
CCE-27633-7,Configure Dovecot to Use the SSL Key file
CCE-27459-7,Configure Dovecot to Use the SSL Certificate file
CCE-27144-5,Disable Plaintext Authentication
CCE-27571-9,Enable the SSL flag in /etc/dovecot.conf
CCE-82935-8,Uninstall nfs-utils Package
CCE-27063-7,Configure lockd to use static UDP port
CCE-26889-6,Configure statd to use static port
CCE-27114-8,Configure mountd to use static port
CCE-27149-4,Configure lockd to use static TCP port
CCE-27090-0,Mount Remote Filesystems with nodev
CCE-26972-0,Mount Remote Filesystems with nosuid
CCE-27199-9,Disable Network File System (nfs)
CCE-27122-1,Disable Secure RPC Server Service (rpcsvcgssd)
CCE-27414-2,Specify UID and GID for Anonymous NFS Connections
CCE-27137-9,Disable Network File Systems (netfs)
CCE-26864-9,Disable Secure RPC Client Service (rpcgssd)
CCE-26870-6,Disable RPC ID Mapping Service (rpcidmapd)
CCE-27430-8,Disable rpcbind Service
CCE-27104-9,Disable Network File System Lock Service (nfslock)
CCE-27121-3,Restrict NFS Clients to Privileged Ports
CCE-80505-1,Ensure All-Squashing Disabled On All Exports
CCE-27167-6,Ensure Insecure File Locking is Not Allowed
CCE-27138-7,Use Root-Squashing on All Exports
CCE-27102-3,Uninstall Samba Package
CCE-27143-7,Disable Samba
CCE-26328-5,"Require Client SMB Packet Signing, if using smbclient"
CCE-26792-2,"Require Client SMB Packet Signing, if using mount.cifs"
CCE-27533-9,Disable Root Access to SMB Shares
CCE-27198-1,Remove the X Windows Package Group
CCE-27119-7,Disable X Windows Startup By Setting Runlevel
CCE-27087-6,Disable Avahi Server Software
CCE-27300-3,Restrict Information Published by Avahi
CCE-27340-9,Check Avahi Responses' TTL Field
CCE-27590-9,Serve Avahi Only via Required Protocol
CCE-27526-3,Disable Avahi Publishing
CCE-27308-6,Prevent Other Programs from Using Avahi's Port
CCE-27187-4,Install vsftpd Package
CCE-26687-4,Uninstall vsftpd Package
CCE-26948-0,Disable vsftpd Service
CCE-27142-9,Enable Logging of All FTP Transactions
CCE-27145-2,Create Warning Banners for All FTP Users
CCE-27117-1,Disable FTP Uploads if Possible
CCE-27411-8,Place the FTP Home Directory on its Own Partition
CCE-82047-2,Restrict Access to Anonymous Users if Possible
CCE-82961-4,Install usbguard Package
CCE-27448-0,Remove tftp Daemon
CCE-26946-4,Uninstall tftp-server Package
CCE-27055-3,Disable tftp Service
CCE-27272-4,Ensure tftp Daemon Uses Secure Mode
CCE-27359-9,Uninstall rsh Package
CCE-27062-9,Uninstall rsh-server Package
CCE-26865-6,Disable rlogin Service
CCE-26994-4,Disable rsh Service
CCE-27208-8,Disable rexec Service
CCE-27270-8,Remove Rsh Trust Files
CCE-27428-2,Remove telnet Clients
CCE-27073-6,Uninstall telnet-server Package
CCE-26836-7,Disable telnet Service
CCE-27005-8,Uninstall xinetd Package
CCE-27046-2,Disable xinetd Service
CCE-84032-2,Verify Ownership of /etc/hosts.deny
CCE-83823-5,Verify Group Ownership of /etc/hosts.allow
CCE-84030-6,Verify Group Ownership of /etc/hosts.deny
CCE-83825-0,Verify Ownership of /etc/hosts.allow
CCE-83827-6,Verify Permissions on /etc/hosts.allow
CCE-84034-8,Verify Permissions on /etc/hosts.deny
CCE-27079-3,Uninstall ypserv Package
CCE-27372-2,Remove NIS Client
CCE-26894-6,Disable ypbind Service
CCE-27427-4,Uninstall talk-server Package
CCE-27373-0,Uninstall talk Package
CCE-27133-8,Uninstall httpd Package
CCE-27075-1,Disable httpd Service
CCE-27525-5,Install mod_security
CCE-27403-5,Install mod_ssl
CCE-27425-8,Set httpd ServerTokens Directive to Prod
CCE-27586-7,Set httpd ServerSignature Directive to Off
CCE-27487-8,Set Permissions on the /etc/httpd/conf/ Directory
CCE-27316-9,Set Permissions on All Configuration Files Inside /etc/httpd/conf/
CCE-27150-2,Set Permissions on the /var/log/httpd/ Directory
CCE-27507-3,Disable Web Server Configuration Display
CCE-27570-1,Disable HTTP mod_rewrite
CCE-26859-9,Disable Cache Support
CCE-27541-2,Disable MIME Magic
CCE-27468-8,Disable Server Activity Status
CCE-27362-3,Disable CGI Support
CCE-27276-5,Disable URL Correction on Misspelled Entries
CCE-27395-3,Disable LDAP Support
CCE-27329-2,Disable WebDAV (Distributed Authoring and Versioning)
CCE-27558-6,Disable Server Side Includes
CCE-27553-7,Disable HTTP Digest Authentication
CCE-27442-3,Disable Proxy Support
CCE-27574-3,Restrict Web Directory
CCE-27009-0,Restrict Root Directory
CCE-27565-1,Restrict Other Critical Directories
CCE-27581-8,Limit Available Methods
CCE-82443-3,Install the SSSD Package
CCE-82992-9,Install sssd-ipa Package
CCE-82453-2,Enable the SSSD Service
CCE-82447-4,Configure SSSD to Expire Offline Credentials
CCE-82445-8,Configure SSSD's Memory Cache to Expire
CCE-82441-7,Configure SSSD to Expire SSH Known Hosts
CCE-26332-7,Uninstall net-snmp Package
CCE-26906-8,Disable snmpd Service
CCE-82731-1,Ensure SNMP Read Write is disabled
CCE-27593-3,Ensure Default SNMP Password Is Not Used
CCE-27365-6,Configure SNMP Service to Use Only SNMPv3 or Newer
CCE-27070-2,Enable cron Service
CCE-27249-2,Disable At Service (atd)
CCE-27158-5,Disable anacron Service
CCE-82216-3,Verify Owner on crontab
CCE-82210-6,Verify Group Who Owns cron.hourly
CCE-82238-7,Verify Permissions on cron.daily
CCE-82221-3,Verify Group Who Owns Crontab
CCE-82269-2,Verify Owner on cron.d
CCE-82204-9,Verify Permissions on crontab
CCE-82231-2,Verify Group Who Owns cron.daily
CCE-82235-3,Verify Owner on cron.daily
CCE-82264-3,Verify Group Who Owns cron.d
CCE-82248-6,Verify Permissions on cron.weekly
CCE-82254-4,Verify Group Who Owns cron.monthly
CCE-82257-7,Verify Owner on cron.monthly
CCE-82241-1,Verify Group Who Owns cron.weekly
CCE-82228-8,Verify Permissions on cron.hourly
CCE-82207-2,Verify Owner on cron.hourly
CCE-82245-2,Verify Owner on cron.weekly
CCE-82275-9,Verify Permissions on cron.d
CCE-82261-9,Verify Permissions on cron.monthly
CCE-27054-6,Disable SSH Server If Possible (Unusual)
CCE-82903-6,Verify Group Who Owns SSH Server config file
CCE-82900-2,Verify Owner on SSH Server config file
CCE-82896-2,Verify Permissions on SSH Server config file
CCE-27060-3,Remove SSH Server iptables Firewall exception (Unusual)
CCE-82427-6,Verify Permissions on SSH Server Public *.pub Key Files
CCE-82423-5,Verify Permissions on SSH Server Private *_key Key Files
CCE-82343-5,Disable PubkeyAuthentication Authentication
CCE-80504-4,Enable SSH Print Last Log
CCE-27112-2,Enable SSH Warning Banner
CCE-27100-7,Disable SSH Root Login
CCE-26887-0,Disable SSH Access via Empty Passwords
CCE-27091-8,Disable Host-Based Authentication
CCE-27072-8,Allow Only SSH Protocol 2
CCE-27556-0,Limit Users' SSH Access
CCE-26282-4,Set SSH Client Alive Max Count
CCE-26555-3,Use Only FIPS 140-2 Validated Ciphers
CCE-27201-3,Do Not Allow SSH Environment Options
CCE-26919-1,Set SSH Idle Timeout Interval
CCE-82067-0,Use Only FIPS 140-2 Validated MACs
CCE-27124-7,Disable SSH Support for .rhosts Files
CCE-26977-9,Uninstall squid Package
CCE-27146-0,Disable Squid
CCE-27021-5,Disable DHCP Client in ifcfg
CCE-27120-5,Uninstall DHCP Server Package
CCE-27074-4,Disable DHCP Service
CCE-27077-7,Deny BOOTP Queries
CCE-27106-4,Deny Decline Messages
CCE-26898-7,Configure Logging
CCE-27049-6,Do Not Use Dynamic DNS
CCE-27515-6,Uninstall Sendmail Package
CCE-26325-1,Enable Postfix Service
CCE-27508-1,Configure SMTP Greeting Banner
CCE-80508-5,Configure System to Forward All Mail For The Root Account
CCE-26780-7,Disable Postfix Network Listening
CCE-27189-0,Configure Certificate Directives for LDAP Use of TLS
CCE-26690-8,Configure LDAP Client to Use TLS For All Transactions
CCE-26858-1,Uninstall openldap-servers Package
CCE-27030-6,Uninstall bind Package
CCE-26873-0,Disable named Service
CCE-27528-9,Disable Zone Transfers from the Nameserver
CCE-27496-9,Authenticate Zone Transfers
CCE-27105-6,Disable Dynamic Updates
CCE-80206-6,Disable debug-shell SystemD Service
CCE-27287-2,Require Authentication for Single User Mode
CCE-27511-5,Disable Ctrl-Alt-Del Reboot Activation
CCE-82185-0,Require Authentication for Emergency Systemd Target
CCE-27335-9,Verify that Interactive Boot is Disabled
CCE-80449-2,Disable Ctrl-Alt-Del Burst Action
CCE-80568-9,Install the opensc Package For Multifactor Authentication
CCE-82347-6,Install the pcsc-lite package
CCE-80569-7,Enable the pcscd Service
CCE-80567-1,Configure NSS DB To Use opensc
CCE-80519-2,Install Smart Card Packages For Multifactor Authentication
CCE-80520-0,Configure Smart Card Certificate Status Checking
CCE-81002-8,Force opensc To Use Defined Smart Card Driver
CCE-80565-5,Configure opensc Smart Card Drivers
CCE-80207-4,Enable Smart Card Login
CCE-27351-6,Install the screen Package
CCE-80526-7,User Initialization Files Must Be Group-Owned By The Primary User
CCE-80201-7,Ensure that User Home Directories are not Group-Writable or World-Readable
CCE-80528-3,All Interactive Users Must Have A Home Directory Defined
CCE-80532-5,All Interactive User Home Directories Must Be Group-Owned By The Primary User
CCE-80525-9,Ensure All User Initialization Files Have Mode 0740 Or Less Permissive
CCE-80531-7,All Interactive User Home Directories Must Be Owned By The Primary User
CCE-80534-1,All User Files and Directories In The Home Directory Must Be Group-Owned By The Primary User
CCE-80434-4,Ensure Home Directories are Created for New Users
CCE-80352-8,Ensure the Logon Failure Delay is Set Correctly in login.defs
CCE-80530-9,All Interactive User Home Directories Must Have mode 0750 Or Less Permissive
CCE-82041-5,Limit the Number of Concurrent Login Sessions Allowed Per User
CCE-80524-2,Ensure that Users Path Contains Only Local Directories
CCE-80529-1,All Interactive Users Home Directories Must Exist
CCE-80523-4,User Initialization Files Must Not Run World-Writable Programs
CCE-80533-3,All User Files and Directories In The Home Directory Must Be Owned By The Primary User
CCE-80527-5,User Initialization Files Must Be Owned By the Primary User
CCE-80535-8,All User Files and Directories In The Home Directory Must Have Mode 0750 Or Less Permissive
CCE-27557-8,Set Interactive Session Timeout
CCE-80536-6,Ensure the Default Umask is Set Correctly For Interactive Users
CCE-80204-1,Ensure the Default Umask is Set Correctly in /etc/profile
CCE-80202-5,Ensure the Default Bash Umask is Set Correctly
CCE-80205-8,Ensure the Default Umask is Set Correctly in login.defs
CCE-80203-3,Ensure the Default C Shell Umask is Set Correctly
CCE-80199-3,Ensure that Root's Path Does Not Include Relative Paths or Null Directories
CCE-80200-9,Ensure that Root's Path Does Not Include World or Group-Writable Directories
CCE-27275-7,Ensure PAM Displays Last Logon/Access Notification
CCE-27360-7,Ensure PAM Enforces Password Requirements - Minimum Special Characters
CCE-27345-8,Ensure PAM Enforces Password Requirements - Minimum Lowercase Characters
CCE-27160-1,Ensure PAM Enforces Password Requirements - Authentication Retry Prompts Permitted Per-Session
CCE-27512-3,Ensure PAM Enforces Password Requirements - Maximum Consecutive Repeating Characters from Same Character Class
CCE-27200-5,Ensure PAM Enforces Password Requirements - Minimum Uppercase Characters
CCE-82020-9,Ensure PAM Enforces Password Requirements - Minimum Different Characters
CCE-27293-0,Ensure PAM Enforces Password Requirements - Minimum Length
CCE-82055-5,Set Password Maximum Consecutive Repeating Characters
CCE-27214-6,Ensure PAM Enforces Password Requirements - Minimum Digit Characters
CCE-82045-6,Ensure PAM Enforces Password Requirements - Minimum Different Categories
CCE-82038-1,Set Password Hashing Algorithm in /etc/libuser.conf
CCE-82043-1,Set PAM's Password Hashing Algorithm
CCE-82050-6,Set Password Hashing Algorithm in /etc/login.defs
CCE-27350-8,Set Deny For Failed Password Attempts
CCE-27297-1,Set Interval For Counting Failed Password Attempts
CCE-82030-8,Limit Password Reuse
CCE-80353-6,Configure the root Account for Failed Password Attempts
CCE-26884-7,Set Lockout Time for Failed Password Attempts
CCE-27503-2,All GIDs referenced in /etc/passwd must be defined in /etc/group
CCE-80211-6,Verify No netrc Files Exist
CCE-83388-9,Ensure there are no legacy + NIS entries in /etc/group
CCE-27286-4,Prevent Login to Accounts With Empty Password
CCE-82889-7,Ensure there are no legacy + NIS entries in /etc/passwd
CCE-27352-4,Verify All Account Password Hashes are Shadowed
CCE-83390-5,Ensure there are no legacy + NIS entries in /etc/shadow
CCE-82049-8,Set Password Minimum Length in login.defs
CCE-80521-8,Set Existing Passwords Minimum Age
CCE-80522-6,Set Existing Passwords Maximum Age
CCE-82016-7,Set Password Warning Age
CCE-82036-5,Set Password Minimum Age
CCE-27051-2,Set Password Maximum Age
CCE-80650-5,Ensure that System Accounts Are Locked
CCE-27318-5,Restrict Virtual Console Root Logins
CCE-80210-8,Root Path Must Be Vendor Default
CCE-80209-0,Restrict Web Browser Use for Administrative Accounts
CCE-27294-8,Direct root Logins Not Allowed
CCE-27268-2,Restrict Serial Port Root Logins
CCE-82015-9,Ensure that System Accounts Do Not Run a Shell Upon Login
CCE-82054-8,Verify Only Root Has UID 0
CCE-80208-2,Ensure All Accounts on the System Have Unique Names
CCE-81000-2,Assign Expiration Date to Temporary Accounts
CCE-27355-7,Set Account Expiration Following Inactivity
CCE-83717-9,Verify ownership of System Login Banner
CCE-83394-7,Modify the System Message of the Day Banner
CCE-83337-6,Verify permissions on Message of the Day Banner
CCE-83737-7,Verify ownership of Message of the Day Banner
CCE-27303-7,Modify the System Login Banner
CCE-83347-5,Verify permissions on System Login Banner
CCE-83727-8,Verify Group Ownership of Message of the Day Banner
CCE-83707-0,Verify Group Ownership of System Login Banner
CCE-26892-0,Set the GNOME3 Login Warning Banner Text
CCE-26970-4,Enable GNOME3 Login Warning Banner
CCE-82954-9,Install audispd-plugins Package
CCE-81042-4,Ensure the audit Subsystem is Installed
CCE-27407-6,Enable auditd Service
CCE-27212-0,Enable Auditing for Processes Which Start Prior to the Audit Daemon
CCE-82156-1,Extend Audit Backlog Limit for the Audit Daemon
CCE-82370-8,Configure audit according to OSPP requirements
CCE-80433-6,Record Events that Modify User/Group Information - /etc/group
CCE-80432-8,Record Events that Modify User/Group Information - /etc/gshadow
CCE-27205-4,System Audit Logs Must Have Mode 0640 or Less Permissive
CCE-27192-4,Record Events that Modify User/Group Information
CCE-80997-0,Shutdown System When Auditing Failures Occur
CCE-80431-0,Record Events that Modify User/Group Information - /etc/shadow
CCE-80430-2,Record Events that Modify User/Group Information - /etc/security/opasswd
CCE-27097-5,Make the auditd Configuration Immutable
CCE-80435-1,Record Events that Modify User/Group Information - /etc/passwd
CCE-27301-1,Record Attempts to Alter Process and Session Initiation Information
CCE-27076-9,Record Events that Modify the System's Network Environment
CCE-82071-2,Record Access Events to Audit Log Directory
CCE-80125-8,System Audit Logs Must Be Owned By Root
CCE-27447-2,Ensure auditd Collects Information on Exporting to Media (successful)
CCE-27461-3,Ensure auditd Collects System Administrator Actions
CCE-27168-4,Record Events that Modify the System's Mandatory Access Controls
CCE-27389-6,Record Events that Modify the System's Discretionary Access Controls - fsetxattr
CCE-27356-5,Record Events that Modify the System's Discretionary Access Controls - fchown
CCE-27387-0,Record Events that Modify the System's Discretionary Access Controls - fchownat
CCE-27393-8,Record Events that Modify the System's Discretionary Access Controls - fchmod
CCE-27410-0,Record Events that Modify the System's Discretionary Access Controls - lremovexattr
CCE-27367-2,Record Events that Modify the System's Discretionary Access Controls - removexattr
CCE-27353-2,Record Events that Modify the System's Discretionary Access Controls - fremovexattr
CCE-27280-7,Record Events that Modify the System's Discretionary Access Controls - lsetxattr
CCE-27213-8,Record Events that Modify the System's Discretionary Access Controls - setxattr
CCE-27388-8,Record Events that Modify the System's Discretionary Access Controls - fchmodat
CCE-27364-9,Record Events that Modify the System's Discretionary Access Controls - chown
CCE-27339-1,Record Events that Modify the System's Discretionary Access Controls - chmod
CCE-27083-5,Record Events that Modify the System's Discretionary Access Controls - lchown
CCE-80402-1,Ensure auditd Collects Information on the Use of Privileged Commands - sudoedit
CCE-80404-7,Ensure auditd Collects Information on the Use of Privileged Commands - chsh
CCE-80398-1,Ensure auditd Collects Information on the Use of Privileged Commands - chage
CCE-82074-6,Ensure auditd Collects Information on the Use of Privileged Commands - usernetctl
CCE-80411-2,Ensure auditd Collects Information on the Use of Privileged Commands - pam_timestamp_check
CCE-80397-3,Ensure auditd Collects Information on the Use of Privileged Commands - gpasswd
CCE-80396-5,Ensure auditd Collects Information on the Use of Privileged Commands - unix_chkpwd
CCE-80401-3,Ensure auditd Collects Information on the Use of Privileged Commands - sudo
CCE-27437-3,Ensure auditd Collects Information on the Use of Privileged Commands
CCE-80405-4,Ensure auditd Collects Information on the Use of Privileged Commands - umount
CCE-80400-5,Ensure auditd Collects Information on the Use of Privileged Commands - su
CCE-80409-6,Ensure auditd Collects Information on the Use of Privileged Commands - pt_chown
